P0C9D,"14 Volt Power Module Current Sensor ""B"" Circuit Range/Performance"
P0C9E,"14 Volt Power Module Current Sensor ""B"" Circuit Low"
P0C9F,"14 Volt Power Module Current Sensor ""B"" Circuit High"
P0CA0,"14 Volt Power Module Current Sensor ""B"" Circuit Intermittent"
P0CA1,Drive Motor Control Module Requested MIL Illumination
P0CA2,DC/DC Converter Step Down Voltage Performance
P0CA3,DC/DC Converter Step Up Voltage Performance
P0CA4,Hybrid/EV Battery Charging Voltage High
P0CA5,Hybrid/EV Battery Discharging Voltage High
P0CA6,Hybrid/EV Battery Charging Current High
P0CA7,Hybrid/EV Battery Discharging Current High
P0CA8,"Hybrid/EV Battery Temperature Sensor ""M"" Circuit"
P0CA9,"Hybrid/EV Battery Temperature Sensor ""M"" Circuit Range/Performance"
P0CAA,"Hybrid/EV Battery Temperature Sensor ""M"" Circuit Low"
P0CAB,"Hybrid/EV Battery Temperature Sensor ""M"" Circuit High"
P0CAC,"Hybrid/EV Battery Temperature Sensor ""M"" Circuit Intermittent/Erratic"
P0CAD,"Hybrid/EV Battery Temperature Sensor ""N"" Circuit"
P0CAE,"Hybrid/EV Battery Temperature Sensor ""N"" Circuit Range/Performance"
P0CAF,"Hybrid/EV Battery Temperature Sensor ""N"" Circuit Low"
P0CB0,"Hybrid/EV Battery Temperature Sensor ""N"" Circuit High"
P0CB1,"Hybrid/EV Battery Temperature Sensor ""N"" Circuit Intermittent/Erratic"
P0CB2,"Hybrid/EV Battery Temperature Sensor ""O"" Circuit"
P0CB3,"Hybrid/EV Battery Temperature Sensor ""O"" Circuit Range/Performance"
P0CB4,"Hybrid/EV Battery Temperature Sensor ""O"" Circuit Low"
P0CB5,"Hybrid/EV Battery Temperature Sensor ""O"" Circuit High"
P0CB6,"Hybrid/EV Battery Temperature Sensor ""O"" Circuit Intermittent/Erratic"
P0CB7,"Hybrid/EV Battery Temperature Sensor ""P"" Circuit"
P0CB8,"Hybrid/EV Battery Temperature Sensor ""P"" Circuit Range/Performance"
P0CB9,"Hybrid/EV Battery Temperature Sensor ""P"" Circuit Low"
P0CBA,"Hybrid/EV Battery Temperature Sensor ""P"" Circuit High"
P0CBB,"Hybrid/EV Battery Temperature Sensor ""P"" Circuit Intermittent/Erratic"
P0CBC,"Drive Motor ""A"" Coolant Temperature Sensor Circuit"
P0CBD,"Drive Motor ""A"" Coolant Temperature Sensor Circuit Range/Performance"
P0CBE,"Drive Motor ""A"" Coolant Temperature Sensor Circuit Low"
P0CBF,"Drive Motor ""A"" Coolant Temperature Sensor Circuit High"
P0CC0,"Drive Motor ""A"" Coolant Temperature Sensor Circuit Intermittent"
P0CC1,"Drive Motor ""A"" Coolant Pump Control Circuit/Open"
P0CC2,"Drive Motor ""A"" Coolant Pump Control Circuit Range/Performance"
P0CC3,"Drive Motor ""A"" Coolant Pump Control Circuit Low"
P0CC4,"Drive Motor ""A"" Coolant Pump Control Circuit High"
P0CC5,"14 Volt Power Module Current Sensor ""A""/""B"" Correlation"
P0CC6,"Charge Port Door ""A"" Open Request Switch Wake-Up Circuit"
P0CC7,"Charge Port Door ""A"" Open Request Switch Circuit"
P0CC8,"Charge Port Door ""A"" Open Request Switch Circuit Performance"
P0CC9,"Charge Port Door ""A"" Open Request Switch Circuit Low"
P0CCA,"Charge Port Door ""A"" Open Request Switch Circuit High"
P0CCB,"Charge Port Door ""A"" Open Request Switch Circuit Intermittent/Erratic"
P0CCC,"Charge Port Door ""A"" Position Sensor Circuit"
P0CCD,"Charge Port Door ""A"" Position Sensor Circuit Performance"
P0CCE,"Charge Port Door ""A"" Position Sensor Circuit Low"
P0CCF,"Charge Port Door ""A"" Position Sensor Circuit High"
P0CD0,"Charge Port Door ""A"" Position Sensor Circuit Intermittent/Erratic"
P0CD1,"Charge Port Door ""A"" Unlock Control Circuit"
P0CD2,"Charge Port Door ""A"" Unlock Control Circuit Performance"
P0CD3,"Charge Port Door ""A"" Unlock Control Circuit Low"
P0CD4,"Charge Port Door ""A"" Unlock Control Circuit High"
P0CD5,"Hybrid/EV Battery Pack Coolant Temperature Sensor ""B"" Circuit"
P0CD6,"Hybrid/EV Battery Pack Coolant Temperature Sensor ""B"" Circuit Range/Performance"
P0CD7,"Hybrid/EV Battery Pack Coolant Temperature Sensor ""B"" Circuit Low"
P0CD8,"Hybrid/EV Battery Pack Coolant Temperature Sensor ""B"" Circuit High"
P0CD9,"Hybrid/EV Battery Pack Coolant Temperature Sensor ""B"" Circuit Intermittent/Erratic"
P0CDA,"Drive Motor ""A"" Position Sensor Circuit ""C"""
P0CDB,"Drive Motor ""A"" Position Sensor Circuit ""C"" Range/Performance"
P0CDC,"Drive Motor ""A"" Position Sensor Circuit ""C"" Low"
P0CDD,"Drive Motor ""A"" Position Sensor Circuit ""C"" High"
P0CDE,"Drive Motor ""A"" Position Sensor Circuit ""C"" Intermittent/Erratic"
P0CDF,"Hybrid/EV Battery Pack Coolant Control Valve ""A"" Control Circuit/Open"
P0CE0,"Hybrid/EV Battery Pack Coolant Control Valve ""A"" Performance/Stuck Off"
P0CE1,"Hybrid/EV Battery Pack Coolant Control Valve ""A"" Stuck On"
P0CE2,"Hybrid/EV Battery Pack Coolant Control Valve ""A"" Control Circuit Low"
P0CE3,"Hybrid/EV Battery Pack Coolant Control Valve ""A"" Control Circuit High"
P0CE4,"""Hybrid/EV Battery Pack Coolant Control Valve Position Sensor Circuit"""
P0CE5,"""Hybrid/EV Battery Pack Coolant Control Valve Position Sensor Circuit Range/Performance"""
P0CE6,"""Hybrid/EV Battery Pack Coolant Control Valve Position Sensor Circuit Low"""
P0CE7,"""Hybrid/EV Battery Pack Coolant Control Valve Position Sensor Circuit High"""
P0CE8,"""Hybrid/EV Battery Pack Coolant Control Valve Position Sensor Circuit Intermittent/Erratic"""
P0CE9,"Hybrid/EV Electronics Coolant Pump ""A"" Control Circuit/Open"
P0CEA,"Hybrid/EV Electronics Coolant Pump ""A"" Performance"
P0CEB,"Hybrid/EV Electronics Coolant Pump ""A"" Control Circuit Low"
P0CEC,"Hybrid/EV Electronics Coolant Pump ""A"" Control Circuit High"
P0CED,"Hybrid/EV Electronics Coolant Pump ""A"" Enable Circuit"
P0CEE,"Hybrid/EV Electronics Coolant Temperature Sensor ""A"" Circuit"
P0CEF,"Hybrid/EV Electronics Coolant Temperature Sensor ""A"" Circuit Range/Performance"
P0CF0,"Hybrid/EV Electronics Coolant Temperature Sensor ""A"" Circuit Low"
P0CF1,"Hybrid/EV Electronics Coolant Temperature Sensor ""A"" Circuit High"
P0CF2,"Hybrid/EV Electronics Coolant Temperature Sensor ""A"" Circuit Intermittent/Erratic"
P0CF3,Control Pilot Circuit /Open
P0CF4,Control Pilot Circuit Range/Performance
P0CF5,Control Pilot Circuit Low
P0CF6,Control Pilot Circuit High
P0CF7,Control Pilot Circuit Intermittent/Erratic
P0CF8,"Control Pilot Charging Switch ""A"" Circuit/Open"
P0CF9,"Control Pilot Charging Switch ""A"" Range/Performance"
P0CFA,"Control Pilot Charging Switch ""A"" Circuit Low"
P0CFB,"Control Pilot Charging Switch ""A"" Circuit High"
P0CFC,"Control Pilot Charging Switch ""A"" Intermittent/Erratic"
P0CFD,"Control Pilot Charging Switch ""A"" Stuck Off"
P0CFE,"Control Pilot Charging Switch ""A"" Stuck On"
P0CFF,"Hybrid/EV Battery Pack Coolant Pump ""A"" Stuck/Stalled"
P0D00,Control Pilot Charging Ventilation Switch Circuit/Open
P0D01,Control Pilot Charging Ventilation Switch Range/Performance
P0D02,Control Pilot Charging Ventilation Switch Circuit Low
P0D03,Control Pilot Charging Ventilation Switch Circuit High
P0D04,Control Pilot Charging Ventilation Switch Intermittent/Erratic
P0D05,Control Pilot Charging Ventilation Switch Stuck Off
P0D06,Control Pilot Charging Ventilation Switch Stuck On
P0D07,"Battery Charging System Positive Contactor ""A"" Circuit"
P0D08,"Battery Charging System Positive Contactor ""A"" Stuck Closed"
P0D09,"Battery Charging System Positive Contactor ""A"" Stuck Open"
P0D0A,"Battery Charging System Positive Contactor ""A"" Control Circuit/Open"
P0D0B,"Battery Charging System Positive Contactor ""A"" Control Circuit Range/Performance"
P0D0C,"Battery Charging System Positive Contactor ""A"" Control Circuit Low"
P0D0D,"Battery Charging System Positive Contactor ""A"" Control Circuit High"
P0D0E,"Battery Charging System Negative Contactor ""A"" Circuit"
P0D0F,"Battery Charging System Negative Contactor ""A"" Stuck Closed"
P0D10,"Battery Charging System Negative Contactor ""A"" Stuck Open"
P0D11,"Battery Charging System Negative Contactor ""A"" Control Circuit/Open"
P0D12,"Battery Charging System Negative Contactor ""A"" Control Circuit Range/Performance"
P0D13,"Battery Charging System Negative Contactor ""A"" Control Circuit Low"
P0D14,"Battery Charging System Negative Contactor ""A"" Control Circuit High"
P0D15,"Battery Charging System ""A"" High Voltage Interlock Circuit/Open"
P0D16,"Battery Charging System ""A"" High Voltage Interlock Circuit Performance"
P0D17,"Battery Charging System ""A"" High Voltage Interlock Circuit Low"
P0D18,"Battery Charging System ""A"" High Voltage Interlock Circuit High"
P0D19,"Battery Charging System ""A"" High Voltage Interlock Circuit Intermittent/Erratic"
P0D1A,"Hybrid/EV Battery Pack Coolant Control Valve ""B"" Control Circuit/Open"
P0D1B,"Hybrid/EV Battery Pack Coolant Control Valve ""B"" Performance/Stuck Off"
P0D1C,"Hybrid/EV Battery Pack Coolant Control Valve ""B"" Stuck On"
P0D1D,"Hybrid/EV Battery Pack Coolant Control Valve ""B"" Control Circuit Low"
P0D1E,"Hybrid/EV Battery Pack Coolant Control Valve ""B"" Control Circuit High"
P0D1F,Control Module Date/Time Synchronization Error
P0D20,"Battery Charger ""A"" Output Voltage Performance"
P0D21,"Battery Charger ""A"" Output Voltage Too Low"
P0D22,"Battery Charger ""A"" Output Current Performance"
P0D23,"Battery Charger ""A"" Output Shorted"
P0D24,"Battery Charger ""A"" Temperature Too High"
P0D25,Battery Charger System Precharge Time Too Short
P0D26,Battery Charger System Precharge Time Too Long
P0D27,Battery Charger Input Voltage Too Low
P0D28,Battery Charger Input Voltage Too High
P0D29,Battery Charger Input Current Too Low
P0D2A,Battery Charger Input Current Too High
P0D2B,Control Pilot Indicator Control Circuit/Open
P0D2C,"Charge Status Indicator ""A"" Control Circuit/Open"
P0D2D,"Drive Motor ""A"" Inverter Voltage Sensor ""A"" Circuit"
P0D2E,"Drive Motor ""A"" Inverter Voltage Sensor ""A"" Circuit Range/Performance"
P0D2F,"Drive Motor ""A"" Inverter Voltage Sensor ""A"" Circuit Low"
P0D30,"Drive Motor ""A"" Inverter Voltage Sensor ""A"" Circuit High"
P0D31,"Drive Motor ""A"" Inverter Voltage Sensor ""A"" Circuit Intermittent/Erratic"
P0D32,"DC/DC Converter ""A"" Over Temperature"
P0D33,DC/DC Converter Current High
P0D34,Hybrid/EV Battery System Current
P0D35,Hybrid/EV Battery System Current Unstable
P0D36,Hybrid/EV Battery System Current Low
P0D37,Hybrid/EV Battery System Current High
P0D38,"Battery Charger ""A"" Input Current Sensor ""A"" Circuit"
P0D39,"Battery Charger ""A"" Input Current Sensor ""A"" Circuit Range/Performance"
P0D3A,"Battery Charger ""A"" Input Current Sensor ""A"" Circuit Low"
P0D3B,"Battery Charger ""A"" Input Current Sensor ""A"" Circuit High"
P0D3C,"Battery Charger ""A"" Input Current Sensor ""A"" Circuit Intermittent/Erratic"
P0D3D,"Battery Charger ""A"" Input Voltage Sensor ""A"" Circuit"
P0D3E,"Battery Charger ""A"" Input Voltage Sensor ""A"" Circuit Range/Performance"
P0D3F,"Battery Charger ""A"" Input Voltage Sensor ""A"" Circuit Low"
P0D40,"Battery Charger ""A"" Input Voltage Sensor ""A"" Circuit High"
P0D41,"Battery Charger ""A"" Input Voltage Sensor ""A"" Circuit Intermittent/Erratic"
P0D42,Battery Charger 14 Volt Output Voltage Sensor Circuit
P0D43,"""Battery Charger 14 Volt Output Voltage Sensor Circuit Range/Performance"""
P0D44,Battery Charger 14 Volt Output Voltage Sensor Circuit Low
P0D45,Battery Charger 14 Volt Output Voltage Sensor Circuit High
P0D46,"""Battery Charger 14 Volt Output Voltage Sensor Circuit Intermittent/Erratic"""
P0D47,Battery Charger 14 Volt Output Current Sensor Circuit
P0D48,"""Battery Charger 14 Volt Output Current Sensor Circuit Range/Performance"""
P0D49,Battery Charger 14 Volt Output Current Sensor Circuit Low
P0D4A,Battery Charger 14 Volt Output Current Sensor Circuit High
P0D4B,"""Battery Charger 14 Volt Output Current Sensor Circuit Intermittent/Erratic"""
P0D4C,"Battery Charger Hybrid/EV Battery Output Voltage Sensor ""A"" Circuit"
P0D4D,"Battery Charger Hybrid/EV Battery Output Voltage Sensor ""A"" Circuit Range/Performance"
P0D4E,"Battery Charger Hybrid/EV Battery Output Voltage Sensor ""A"" Circuit Low"
P0D4F,"Battery Charger Hybrid/EV Battery Output Voltage Sensor ""A"" Circuit High"
P0D50,"Battery Charger Hybrid/EV Battery Output Voltage Sensor ""A"" Circuit Intermittent/Erratic"
P0D51,"Battery Charger Hybrid/EV Battery Output Current Sensor ""A"" Circuit"
P0D52,"Battery Charger Hybrid/EV Battery Output Current Sensor ""A"" Circuit Range/Performance"
P0D53,"Battery Charger Hybrid/EV Battery Output Current Sensor ""A"" Circuit Low"
P0D54,"Battery Charger Hybrid/EV Battery Output Current Sensor ""A"" Circuit High"
P0D55,"""Battery Charger Hybrid/EV Battery Output Current Sensor Circuit Intermittent/Erratic"""
P0D56,"Proximity Detection Circuit ""A"""
P0D57,"Proximity Detection Circuit ""A"" Range/Performance"
P0D58,"Proximity Detection Circuit ""A"" Low"
P0D59,"Proximity Detection Circuit ""A"" High"
P0D5A,"Proximity Detection Circuit ""A"" Intermittent/Erratic"
P0D5B,Battery Charger 14 Volt Output Power Performance
P0D5C,Battery Charger Hybrid/EV Battery Output Power Performance
P0D5D,Battery Charger Hybrid/EV System Discharge Time Too Short
P0D5E,Battery Charger Hybrid/EV System Discharge Time Too Long
P0D5F,Hybrid/EV Battery Pack Cooling Fan 2 Sense Circuit/Open
P0D60,Hybrid/EV Battery Pack Cooling Fan 2 Sense Range/Performance
P0D61,Hybrid/EV Battery Pack Cooling Fan 2 Sense Circuit Low
P0D62,Hybrid/EV Battery Pack Cooling Fan 2 Sense Circuit High
P0D63,"""Hybrid/EV Battery Pack Cooling Fan 2 Sense Circuit Intermittent/Erratic"""
P0D64,Hybrid/EV Battery Pack Cooling Fan Enable Circuit/Open
P0D65,Hybrid/EV Battery Pack Cooling Fan Enable Circuit Low
P0D66,Hybrid/EV Battery Pack Cooling Fan Enable Circuit High
P0D67,"Battery Charger Control Module ""A"" Performance"
P0D68,"A/C Compressor Motor Voltage Sensor ""A"" Circuit"
P0D69,"A/C Compressor Motor Voltage Sensor ""A"" Performance"
P0D6A,"A/C Compressor Motor Voltage Sensor ""A"" Circuit High"
P0D6B,"A/C Compressor Motor Voltage Sensor ""A"" Circuit Low"
P0D6C,"A/C Compressor Motor Voltage Sensor ""A"" Circuit Intermittent/Erratic"
P0D6D,"A/C Compressor ""A"" Motor Voltage ""A"" Low"
P0D6E,"A/C Compressor ""A"" Motor Voltage ""A"" High"
P0D6F,"A/C Compressor ""A"" Motor Current High"
P0D70,"A/C Compressor Control Module Internal Temperature Sensor ""A"" Circuit"
P0D71,"A/C Compressor Control Module Internal Temperature Sensor ""A"" Performance"
P0D72,"A/C Compressor Control Module Internal Temperature Sensor ""A"" Circuit High"
P0D73,"A/C Compressor Control Module Internal Temperature Sensor ""A"" Circuit Low"
P0D74,"A/C Compressor Control Module Internal Temperature Sensor ""A"" Circuit Intermittent/Erratic"
P0D75,"""A/C Compressor Control Module Output Driver Temperature Sensor Circuit"""
P0D76,"""A/C Compressor Control Module Output Driver Temperature Sensor Performance"""
P0D77,"""A/C Compressor Control Module Output Driver Temperature Sensor Circuit High"""
P0D78,"""A/C Compressor Control Module Output Driver Temperature Sensor Circuit Low"""
P0D79,"""A/C Compressor Control Module Output Driver Temperature Sensor Circuit Intermittent/Erratic"""
P0D7A,A/C Compressor Motor Phase U Current Low
P0D7B,A/C Compressor Motor Phase U Current High
P0D7C,A/C Compressor Motor Phase V Current Low
P0D7D,A/C Compressor Motor Phase V Current High
P0D7E,A/C Compressor Motor Phase W Current Low
P0D7F,A/C Compressor Motor Phase W Current High
P0D80,Battery Charger Input Circuit/Open
P0D81,Battery Charger Input Circuit Range/Performance
P0D82,Battery Charger Input Circuit Low
P0D83,Battery Charger Input Circuit High
P0D84,Battery Charger Input Circuit Intermittent/Erratic
P0D85,Battery Charging Output Voltage Too High
P0D86,"Battery Charger Coupler Status Indicator Control Circuit ""A""/Open"
P0D87,"Battery Charger Coupler Status Indicator Control Circuit ""A"" Low"
P0D88,"Battery Charger Coupler Status Indicator Control Circuit ""A"" High"
P0D89,"Battery Charger Coupler Status Indicator Control Circuit ""B""/Open"
P0D8A,"Battery Charger Coupler Status Indicator Control Circuit ""B"" Low"
P0D8B,"Battery Charger Coupler Status Indicator Control Circuit ""B"" High"
P0D8C,"Battery Charger Coupler Status Indicator Control Circuit ""C""/Open"
P0D8D,"Battery Charger Coupler Status Indicator Control Circuit ""C"" Low"
P0D8E,"Battery Charger Coupler Status Indicator Control Circuit ""C"" High"
P0D8F,"Battery Charger ""A"" Cooling System Performance"
P0D90,Battery Charger Input Frequency Incorrect
P0D91,Battery Charger Coupler Lock Control Circuit/Open
P0D92,Battery Charger Coupler Lock Control Circuit Low
P0D93,Battery Charger Coupler Lock Control Circuit High
P0D94,Battery Charger Coupler Lock Control Circuit Performance
P0D95,Battery Charger Coupler Unlock Control Circuit/Open
P0D96,Battery Charger Coupler Unlock Control Circuit Low
P0D97,Battery Charger Coupler Unlock Control Circuit High
P0D98,Battery Charger Coupler Unlock Control Circuit Performance
P0D99,"Battery Charger Coupler Temperature Sensor ""A"" Circuit"
P0D9A,"Battery Charger Coupler Temperature Sensor ""A"" Circuit Range/Performance"
P0D9B,"Battery Charger Coupler Temperature Sensor ""A"" Circuit Low"
P0D9C,"Battery Charger Coupler Temperature Sensor ""A"" Circuit High"
P0D9D,"Battery Charger Coupler Temperature Sensor ""A"" Circuit Intermittent/Erratic"
P0D9E,"Battery Charger ""A"" Coupler Lock Position Sensor Circuit"
P0D9F,"Battery Charger ""A"" Coupler Lock Position Sensor Circuit Range/Performance"
P0DA0,"Battery Charger ""A"" Coupler Lock Position Sensor Circuit Low"
P0DA1,"Battery Charger ""A"" Coupler Lock Position Sensor Circuit High"
P0DA2,"Battery Charger ""A"" Coupler Lock Position Sensor Circuit Intermittent/Erratic"
P0DA3,"Drive Motor ""B"" Inverter Voltage Sensor ""A"" Circuit"
P0DA4,"Drive Motor ""B"" Inverter Voltage Sensor ""A"" Circuit Range/Performance"
P0DA5,"Drive Motor ""B"" Inverter Voltage Sensor ""A"" Circuit Low"
P0DA6,"Drive Motor ""B"" Inverter Voltage Sensor ""A"" Circuit High"
P0DA7,"Drive Motor ""B"" Inverter Voltage Sensor ""A"" Circuit Intermittent/Erratic"
P0DA8,"Hybrid/EV Battery Voltage/Drive Motor ""A"" Inverter Voltage Correlation"
P0DA9,"Hybrid/EV Battery Voltage/Drive Motor ""B"" Inverter Voltage Correlation"
P0DAA,Battery Charging System Isolation Fault
P0DAB,Hybrid/EV Battery Cell Balancing Performance
P0DAC,"Hybrid/EV Battery Cell Balancing Circuit ""A"""
P0DAD,"Hybrid/EV Battery Cell Balancing Circuit ""A"" Stuck On"
P0DAE,"Hybrid/EV Battery Cell Balancing Circuit ""A"" Stuck Off"
P0DAF,"Hybrid/EV Battery Cell Balancing Circuit ""A"" Range/Performance"
P0DB0,"Hybrid/EV Battery Cell Balancing Circuit ""B"""
P0DB1,"Hybrid/EV Battery Cell Balancing Circuit ""B"" Stuck On"
P0DB2,"Hybrid/EV Battery Cell Balancing Circuit ""B"" Stuck Off"
P0DB3,"Hybrid/EV Battery Cell Balancing Circuit ""B"" Range/Performance"
P0DB4,"Hybrid/EV Battery Cell Balancing Circuit ""C"""
P0DB5,"Hybrid/EV Battery Cell Balancing Circuit ""C"" Stuck On"
P0DB6,"Hybrid/EV Battery Cell Balancing Circuit ""C"" Stuck Off"
P0DB7,"Hybrid/EV Battery Cell Balancing Circuit ""C"" Range/Performance"
P0DB8,"Hybrid/EV Battery Cell Balancing Circuit ""D"""
P0DB9,"Hybrid/EV Battery Cell Balancing Circuit ""D"" Stuck On"
P0DBA,"Hybrid/EV Battery Cell Balancing Circuit ""D"" Stuck Off"
P0DBB,"Hybrid/EV Battery Cell Balancing Circuit ""D"" Range/Performance"
P0DBC,"Hybrid/EV Battery Cell Balancing Circuit ""E"""
P0DBD,"Hybrid/EV Battery Cell Balancing Circuit ""E"" Stuck On"
P0DBE,"Hybrid/EV Battery Cell Balancing Circuit ""E"" Stuck Off"
P0DBF,"Hybrid/EV Battery Cell Balancing Circuit ""E"" Range/Performance"
P0DC0,"Hybrid/EV Battery Cell Balancing Circuit ""F"""
P0DC1,"Hybrid/EV Battery Cell Balancing Circuit ""F"" Stuck On"
P0DC2,"Hybrid/EV Battery Cell Balancing Circuit ""F"" Stuck Off"
P0DC3,"Hybrid/EV Battery Cell Balancing Circuit ""F"" Range/Performance"
P0DC4,"Hybrid/EV Battery Cell Balancing Circuit ""G"""
P0DC5,"Hybrid/EV Battery Cell Balancing Circuit ""G"" Stuck On"
P0DC6,"Hybrid/EV Battery Cell Balancing Circuit ""G"" Stuck Off"
P0DC7,"Hybrid/EV Battery Cell Balancing Circuit ""G"" Range/Performance"
P0DC8,"Hybrid/EV Battery Cell Balancing Circuit ""H"""
P0DC9,"Hybrid/EV Battery Cell Balancing Circuit ""H"" Stuck On"
P0DCA,"Hybrid/EV Battery Cell Balancing Circuit ""H"" Stuck Off"
P0DCB,"Hybrid/EV Battery Cell Balancing Circuit ""H"" Range/Performance"
P0DCC,"Hybrid/EV Battery Cell Balancing Circuit ""I"""
P0DCD,"Hybrid/EV Battery Cell Balancing Circuit ""I"" Stuck On"
P0DCE,"Hybrid/EV Battery Cell Balancing Circuit ""I"" Stuck Off"
P0DCF,"Hybrid/EV Battery Cell Balancing Circuit ""I"" Range/Performance"
P0DD0,"Hybrid/EV Battery Cell Balancing Circuit ""J"""
P0DD1,"Hybrid/EV Battery Cell Balancing Circuit ""J"" Stuck On"
P0DD2,"Hybrid/EV Battery Cell Balancing Circuit ""J"" Stuck Off"
P0DD3,"Hybrid/EV Battery Cell Balancing Circuit ""J"" Range/Performance"
P0DD4,"Hybrid/EV Battery Cell Balancing Circuit ""K"""
P0DD5,"Hybrid/EV Battery Cell Balancing Circuit ""K"" Stuck On"
P0DD6,"Hybrid/EV Battery Cell Balancing Circuit ""K"" Stuck Off"
P0DD7,"Hybrid/EV Battery Cell Balancing Circuit ""K"" Range/Performance"
P0DD8,"Hybrid/EV Battery Cell Balancing Circuit ""L"""
P0DD9,"Hybrid/EV Battery Cell Balancing Circuit ""L"" Stuck On"
P0DDA,"Hybrid/EV Battery Cell Balancing Circuit ""L"" Stuck Off"
P0DDB,"Hybrid/EV Battery Cell Balancing Circuit ""L"" Range/Performance"
P0DDC,"Hybrid/EV Battery Cell Balancing Circuit ""M"""
P0DDD,"Hybrid/EV Battery Cell Balancing Circuit ""M"" Stuck On"
P0DDE,"Hybrid/EV Battery Cell Balancing Circuit ""M"" Stuck Off"
P0DDF,"Hybrid/EV Battery Cell Balancing Circuit ""M"" Range/Performance"
P0DE0,"Hybrid/EV Battery Cell Balancing Circuit ""N"""
P0DE1,"Hybrid/EV Battery Cell Balancing Circuit ""N"" Stuck On"
P0DE2,"Hybrid/EV Battery Cell Balancing Circuit ""N"" Stuck Off"
P0DE3,"Hybrid/EV Battery Cell Balancing Circuit ""N"" Range/Performance"
P0DE4,"Electric/Auxiliary Transmission Fluid Pump ""A"" Motor Over Temperature"
P0DE5,"Charge Status Indicator ""B"" Control Circuit/Open"
P0DE6,Hybrid/EV Battery Pack Cell Voltage Low
P0DE7,Hybrid/EV Battery Pack Cell Voltage High
P0DE8,"Hybrid/EV Battery Pack Coolant Control Valve ""C"" Control Circuit/Open"
P0DE9,"Hybrid/EV Battery Pack Coolant Control Valve ""C"" Performance/Stuck Off"
P0DEA,"Hybrid/EV Battery Pack Coolant Control Valve ""C"" Stuck On"
P0DEB,"Hybrid/EV Battery Pack Coolant Control Valve ""C"" Control Circuit Low"
P0DEC,"Hybrid/EV Battery Pack Coolant Control Valve ""C"" Control Circuit High"
P0DED,Pedestrian Alert Control Module Circuit/Open
P0DEE,Pedestrian Alert Control Module Circuit Low
P0DEF,Pedestrian Alert Control Module Circuit High
P0DF0,"Generator Inverter Temperature Sensor ""B"" Circuit"
P0DF1,"Generator Inverter Temperature Sensor ""B"" Circuit Intermittent/Erratic"
P0DF2,"Generator Inverter Temperature Sensor ""C"" Circuit"
P0DF3,"Generator Inverter Temperature Sensor ""C"" Circuit Intermittent/Erratic"
P0DF4,"Generator Inverter Temperature Sensor ""B"" Circuit Range/Performance"
P0DF5,"Generator Inverter Temperature Sensor ""B"" Circuit Low"
P0DF6,"Generator Inverter Temperature Sensor ""B"" Circuit High"
P0DF7,"Generator Inverter Temperature Sensor ""C"" Circuit Range/Performance"
P0DF8,"Generator Inverter Temperature Sensor ""C"" Circuit Low"
P0DF9,"Generator Inverter Temperature Sensor ""C"" Circuit High"
P0DFA,Generator Phase U-V-W Current Sensor Correlation
P0DFB,Generator Position Exceeding Learn Limit
P0DFC,Generator Position Sensor Not Learned
P0DFD,Battery Charger Coolant Control Valve Control Circuit/Open
P0DFE,Battery Charger Coolant Control Valve Control Circuit Low
P0DFF,Battery Charger Coolant Control Valve Control Circuit High
P0E00,Generator Phase U Current Sensor Circuit
P0E01,Generator Phase U Current Sensor Circuit Range/Performance
P0E02,Generator Phase U Current Sensor Circuit Low
P0E03,Generator Phase U Current Sensor Circuit High
P0E04,Generator Phase V Current Sensor Circuit
P0E05,Generator Phase V Current Sensor Circuit Range/Performance
P0E06,Generator Phase V Current Sensor Circuit Low
P0E07,Generator Phase V Current Sensor Circuit High
P0E08,Generator Phase W Current Sensor Circuit
P0E09,Generator Phase W Current Sensor Circuit Range/Performance
P0E0A,Generator Phase W Current Sensor Circuit Low
P0E0B,Generator Phase W Current Sensor Circuit High
P0E0C,Generator Phase U-V-W Circuit/Open
P0E0D,Generator Phase U-V-W Circuit Low
P0E0E,Generator Phase U-V-W Circuit High
P0E0F,"Generator Inverter Power Supply ""A"" Circuit/Open"
P0E10,"Generator Inverter Power Supply ""A"" Circuit Low"
P0E11,"Generator Inverter Power Supply ""A"" Circuit High"
P0E12,"Hybrid/EV Battery Pack Coolant Heater ""A"" Control Circuit/Open"
P0E13,"Hybrid/EV Battery Pack Coolant Heater ""A"" Control Circuit Low"
P0E14,"Hybrid/EV Battery Pack Coolant Heater ""A"" Control Circuit High"
P0E15,"Hybrid/EV Battery Pack Coolant Heater ""A"" Control Performance"
P0E16,"Hybrid/EV Battery Pack Coolant Heater ""B"" Control Circuit/Open"
P0E17,"Hybrid/EV Battery Pack Coolant Heater ""B"" Control Circuit Low"
P0E18,"Hybrid/EV Battery Pack Coolant Heater ""B"" Control Circuit High"
P0E19,"Hybrid/EV Battery Pack Coolant Heater ""B"" Control Performance"
P0E1A,"Hybrid/EV Battery Pack Coolant Pump ""B"" Control Circuit/Open"
P0E1B,"Hybrid/EV Battery Pack Coolant Pump ""B"" Control Circuit Low"
P0E1C,"Hybrid/EV Battery Pack Coolant Pump ""B"" Control Circuit High"
P0E1D,"Hybrid/EV Battery Pack Coolant Pump ""B"" Control Performance"
P0E1E,"Hybrid/EV Battery Pack Coolant Pump ""B"" Control Circuit Driver Current/Temperature Too High"
